Order ID,Order Date,Region,City,Segment,Ship Mode,Category,Sub-Category,Product Name,Sales Rep,Customer Name,Quantity,Unit Price,Discount,Sales,Cost,Profit,Profit Margin
ORD-2024-1621,2024-10-17,Central,Minneapolis,Home Office,Standard Class,Furniture,Furnishings,Wall Clock,Ethan Osei,Ava Johnson,1,23.27,0.05,22.11,12.51,9.6,0.4342
ORD-2024-1437,2024-10-17,South,Miami,Home Office,Second Class,Office Supplies,Paper,Sticky Notes Pack,Grace Lin,David Singh,6,9.55,0.2,45.84,21.88,23.96,0.5227
ORD-2024-1440,2024-10-17,East,Boston,Consumer,Standard Class,Technology,Machines,Laser Printer Pro,Ben Torres,Mary Silva,4,429.78,0.2,1375.3,1210.54,164.76,0.1198
ORD-2024-1522,2024-10-18,Central,Houston,Consumer,First Class,Furniture,Tables,Round Meeting Table,Fatima Noor,Emma Rodriguez,1,256.13,0.15,217.71,164.29,53.42,0.2454
ORD-2024-2347,2024-10-18,East,Boston,Home Office,Second Class,Office Supplies,Storage,File Storage Box,Ben Torres,Robert Kim,1,22.42,0.05,21.3,12.54,8.76,0.4113
ORD-2024-1178,2024-10-18,Central,Dallas,Home Office,First Class,Technology,Machines,Laser Printer Pro,Ethan Osei,Wei Garcia,1,463.07,0.1,416.76,340.52,76.24,0.1829
ORD-2024-1350,2024-10-19,Central,Houston,Consumer,Standard Class,Office Supplies,Art,Marker Set,Ethan Osei,Ava Lewis,2,15.41,0.15,26.2,14.0,12.2,0.4656
ORD-2024-1184,2024-10-19,South,Atlanta,Consumer,Standard Class,Furniture,Chairs,Executive Leather Chair,Hiro Tanaka,Noah Martinez,3,354.28,0.05,1009.7,693.42,316.28,0.3132
ORD-2024-1488,2024-10-20,East,Newark,Consumer,Standard Class,Technology,Copiers,Compact Copier,Ben Torres,Mateo Jones,4,709.92,0.05,2697.7,2077.48,620.22,0.2299
ORD-2024-1722,2024-10-20,West,Los Angeles,Consumer,Standard Class,Technology,Phones,Wireless Office Headset,Chloe Zhang,David Lewis,2,132.34,0.1,238.21,165.39,72.82,0.3057
ORD-2024-1870,2024-10-20,East,New York,Consumer,Standard Class,Office Supplies,Binders,Presentation Binder Set,Aisha Kumar,Wei Miller,3,19.34,0.0,58.02,28.3,29.72,0.5122
ORD-2024-2578,2024-10-21,Central,Chicago,Corporate,Standard Class,Office Supplies,Art,Marker Set,Fatima Noor,David Johnson,3,15.25,0.15,38.89,23.51,15.38,0.3955
ORD-2024-1103,2024-10-21,Central,Minneapolis,Home Office,Second Class,Office Supplies,Paper,Sticky Notes Pack,Fatima Noor,Olivia Patel,7,9.16,0.15,54.5,28.18,26.32,0.4829
ORD-2024-2479,2024-10-22,East,New York,Consumer,Standard Class,Furniture,Tables,Round Meeting Table,Aisha Kumar,John Chen,2,249.21,0.05,473.5,331.92,141.58,0.299
ORD-2024-1061,2024-10-22,Central,Chicago,Consumer,First Class,Office Supplies,Art,Marker Set,Fatima Noor,Linda Khan,2,15.58,0.0,31.16,14.62,16.54,0.5308
ORD-2024-1826,2024-10-23,West,San Diego,Consumer,Standard Class,Furniture,Bookcases,5-Shelf Bookcase,Daniel Reyes,Carlos Brown,4,152.9,0.1,550.44,377.47,172.97,0.3142
ORD-2024-2140,2024-10-24,East,Newark,Consumer,First Class,Office Supplies,Storage,File Storage Box,Aisha Kumar,Olivia Garcia,1,23.38,0.1,21.04,13.11,7.93,0.3769
ORD-2024-2494,2024-10-24,West,Los Angeles,Consumer,Standard Class,Technology,Machines,Laser Printer Pro,Daniel Reyes,David Lewis,7,456.09,0.0,3192.63,2302.29,890.34,0.2789
ORD-2024-2544,2024-10-25,South,Nashville,Consumer,Standard Class,Technology,Machines,Laser Printer Pro,Grace Lin,Mary Brown,4,457.83,0.3,1281.92,1204.22,77.7,0.0606
ORD-2024-2497,2024-10-26,South,Nashville,Corporate,Same Day,Furniture,Tables,Round Meeting Table,Grace Lin,Noah Martinez,7,256.16,0.15,1524.15,1187.07,337.08,0.2212
ORD-2024-1031,2024-10-27,West,Los Angeles,Home Office,First Class,Technology,Accessories,Wireless Mouse,Chloe Zhang,Noah Nguyen,1,28.49,0.15,24.22,14.65,9.57,0.3951
ORD-2024-1684,2024-10-27,South,Charlotte,Corporate,Same Day,Furniture,Tables,Round Meeting Table,Grace Lin,Carlos Chen,5,248.14,0.0,1240.7,800.26,440.44,0.355
ORD-2024-1627,2024-10-27,East,Boston,Consumer,Standard Class,Office Supplies,Art,Sketch Pad Pro,Aisha Kumar,Patricia Williams,1,10.6,0.2,8.48,4.72,3.76,0.4434
ORD-2024-1091,2024-10-27,South,Miami,Corporate,Same Day,Office Supplies,Storage,File Storage Box,Hiro Tanaka,Noah Williams,3,22.11,0.05,63.01,37.62,25.39,0.403
ORD-2024-1706,2024-10-27,Central,Minneapolis,Consumer,Standard Class,Furniture,Bookcases,Corner Bookcase,Fatima Noor,Priya Chen,6,178.77,0.2,858.1,666.64,191.46,0.2231
ORD-2024-1540,2024-10-28,West,Seattle,Consumer,First Class,Technology,Copiers,All-in-One Copier,Daniel Reyes,Priya Smith,4,1332.85,0.05,5064.83,4314.01,750.82,0.1482
ORD-2024-1351,2024-10-28,Central,Chicago,Consumer,Standard Class,Office Supplies,Storage,File Storage Box,Ethan Osei,Noah Martinez,1,21.97,0.0,21.97,12.76,9.21,0.4192
ORD-2024-1004,2024-10-28,East,Boston,Corporate,Same Day,Technology,Copiers,Compact Copier,Aisha Kumar,Liam Patel,1,696.33,0.1,626.7,483.59,143.11,0.2284
ORD-2024-1217,2024-10-28,West,Seattle,Consumer,Second Class,Furniture,Bookcases,5-Shelf Bookcase,Daniel Reyes,Mary Silva,7,158.93,0.0,1112.51,689.42,423.09,0.3803
ORD-2024-2139,2024-10-31,South,Charlotte,Corporate,First Class,Furniture,Tables,Adjustable Standing Desk,Grace Lin,Liam Martinez,5,441.84,0.1,1988.28,1355.58,632.7,0.3182
ORD-2024-2391,2024-10-31,South,Miami,Home Office,Standard Class,Technology,Phones,Wireless Office Headset,Grace Lin,Priya Rodriguez,1,137.32,0.1,123.59,81.73,41.86,0.3387
ORD-2024-1616,2024-11-01,East,Boston,Consumer,Standard Class,Technology,Copiers,Compact Copier,Ben Torres,Ava Khan,3,684.71,0.2,1643.3,1447.43,195.87,0.1192
ORD-2024-1313,2024-11-01,West,San Francisco,Home Office,Standard Class,Furniture,Chairs,Stackable Guest Chair,Daniel Reyes,Carlos Silva,3,92.66,0.0,277.98,149.94,128.04,0.4606
ORD-2024-2474,2024-11-02,South,Charlotte,Corporate,Second Class,Office Supplies,Binders,Heavy-Duty 3-Ring Binder,Hiro Tanaka,Carlos Johnson,1,12.52,0.05,11.89,5.09,6.8,0.5719
ORD-2024-2248,2024-11-02,West,Los Angeles,Consumer,Standard Class,Office Supplies,Binders,Presentation Binder Set,Daniel Reyes,Liam Patel,7,17.13,0.15,101.92,58.82,43.1,0.4229
ORD-2024-1208,2024-11-02,South,Charlotte,Consumer,Standard Class,Technology,Accessories,Wireless Mouse,Hiro Tanaka,Liam Williams,6,27.68,0.0,166.08,99.57,66.51,0.4005
ORD-2024-2233,2024-11-03,South,Miami,Consumer,Second Class,Office Supplies,Supplies,Stapler Heavy Duty,Hiro Tanaka,Liam Nguyen,1,20.23,0.1,18.21,10.25,7.96,0.4371
ORD-2024-1564,2024-11-04,South,Charlotte,Consumer,Same Day,Office Supplies,Art,Marker Set,Grace Lin,Mateo Martinez,2,15.55,0.15,26.44,14.41,12.03,0.455
ORD-2024-2306,2024-11-04,East,Philadelphia,Corporate,Standard Class,Technology,Phones,Wireless Office Headset,Ben Torres,Michael Chen,3,137.2,0.05,391.02,266.93,124.09,0.3173
ORD-2024-1913,2024-11-04,West,Seattle,Consumer,First Class,Technology,Accessories,Wireless Mouse,Chloe Zhang,Carlos Williams,8,30.87,0.3,172.87,122.4,50.47,0.292
ORD-2024-2147,2024-11-05,West,San Francisco,Corporate,Standard Class,Technology,Copiers,All-in-One Copier,Chloe Zhang,Carlos Garcia,13,1329.73,0.3,12100.54,11477.74,622.8,0.0515
ORD-2024-2222,2024-11-05,South,Miami,Consumer,Second Class,Office Supplies,Art,Sketch Pad Pro,Grace Lin,Patricia Davis,1,11.41,0.0,11.41,5.36,6.05,0.5302
ORD-2024-1386,2024-11-06,South,Charlotte,Consumer,Second Class,Office Supplies,Paper,Premium Copy Paper (case),Grace Lin,Ava Garcia,3,32.83,0.0,98.49,55.19,43.3,0.4396
ORD-2024-1942,2024-11-06,South,Miami,Consumer,Standard Class,Office Supplies,Storage,File Storage Box,Hiro Tanaka,Carlos Lewis,7,23.65,0.1,149.0,85.74,63.26,0.4246
ORD-2024-1425,2024-11-06,South,Miami,Corporate,Standard Class,Furniture,Chairs,Executive Leather Chair,Hiro Tanaka,Wei Garcia,1,362.14,0.1,325.93,217.63,108.3,0.3323
ORD-2024-1971,2024-11-06,West,Los Angeles,Home Office,Standard Class,Office Supplies,Art,Sketch Pad Pro,Daniel Reyes,Robert Johnson,10,10.79,0.1,97.11,44.6,52.51,0.5407
ORD-2024-2498,2024-11-06,South,Nashville,Corporate,Second Class,Technology,Accessories,Wireless Mouse,Grace Lin,Michael Nguyen,3,29.61,0.05,84.39,48.97,35.42,0.4197
ORD-2024-2409,2024-11-07,West,Seattle,Consumer,Standard Class,Technology,Phones,Wireless Office Headset,Daniel Reyes,Jennifer Singh,2,125.63,0.05,238.7,162.72,75.98,0.3183
ORD-2024-1519,2024-11-08,East,Boston,Consumer,Standard Class,Office Supplies,Storage,Rolling File Cart,Aisha Kumar,Carlos Clark,1,94.3,0.0,94.3,58.92,35.38,0.3752
ORD-2024-2596,2024-11-08,East,Boston,Corporate,Standard Class,Office Supplies,Storage,File Storage Box,Ben Torres,Jennifer Jones,1,21.17,0.1,19.05,11.74,7.31,0.3837
ORD-2024-1377,2024-11-08,East,Boston,Consumer,Standard Class,Technology,Machines,Label Maker,Aisha Kumar,Priya Rodriguez,2,56.62,0.15,96.25,68.5,27.75,0.2883
ORD-2024-1264,2024-11-09,South,Atlanta,Consumer,Standard Class,Furniture,Furnishings,Wall Clock,Grace Lin,Wei Jones,4,23.53,0.0,94.12,49.94,44.18,0.4694
ORD-2024-2467,2024-11-09,Central,Dallas,Consumer,Standard Class,Technology,Copiers,All-in-One Copier,Ethan Osei,Patricia Lee,3,1327.53,0.1,3584.33,2939.03,645.3,0.18
ORD-2024-1057,2024-11-09,South,Nashville,Consumer,Second Class,Office Supplies,Storage,File Storage Box,Hiro Tanaka,Linda Clark,3,23.35,0.05,66.55,37.78,28.77,0.4323
ORD-2024-1584,2024-11-10,East,Newark,Home Office,Second Class,Furniture,Bookcases,5-Shelf Bookcase,Aisha Kumar,Noah Patel,11,149.74,0.05,1564.78,1038.51,526.27,0.3363
ORD-2024-1878,2024-11-10,East,Philadelphia,Home Office,First Class,Technology,Phones,Business Smartphone X2,Aisha Kumar,John Garcia,4,581.04,0.15,1975.54,1617.24,358.3,0.1814
ORD-2024-2559,2024-11-10,East,Newark,Consumer,First Class,Furniture,Tables,Round Meeting Table,Aisha Kumar,Liam Williams,1,246.83,0.15,209.81,158.84,50.97,0.2429
ORD-2024-1169,2024-11-11,West,San Francisco,Consumer,Standard Class,Technology,Phones,Wireless Office Headset,Chloe Zhang,Robert Miller,8,138.71,0.05,1054.2,702.66,351.54,0.3335
ORD-2024-1945,2024-11-11,East,Philadelphia,Consumer,Standard Class,Office Supplies,Paper,Premium Copy Paper (case),Ben Torres,Sofia Martinez,2,32.6,0.2,52.16,35.09,17.07,0.3273
ORD-2024-2032,2024-11-11,South,Miami,Corporate,Standard Class,Furniture,Tables,Adjustable Standing Desk,Grace Lin,David Lee,3,453.14,0.05,1291.45,862.42,429.03,0.3322
ORD-2024-1450,2024-11-11,West,Los Angeles,Consumer,Standard Class,Technology,Copiers,All-in-One Copier,Daniel Reyes,Linda Miller,1,1379.61,0.15,1172.67,1026.77,145.9,0.1244
ORD-2024-1676,2024-11-11,East,Philadelphia,Corporate,Second Class,Furniture,Chairs,Stackable Guest Chair,Aisha Kumar,Michael Khan,1,93.12,0.05,88.46,49.31,39.15,0.4426
ORD-2024-1280,2024-11-12,South,Nashville,Consumer,Second Class,Office Supplies,Storage,Rolling File Cart,Hiro Tanaka,Carlos Jones,7,92.18,0.1,580.73,394.94,185.79,0.3199
ORD-2024-2075,2024-11-13,Central,Chicago,Consumer,Standard Class,Furniture,Tables,Round Meeting Table,Fatima Noor,Sofia Singh,5,269.01,0.0,1345.05,898.52,446.53,0.332
ORD-2024-1047,2024-11-13,Central,Chicago,Home Office,Standard Class,Technology,Accessories,USB-C Hub,Fatima Noor,Liam Nguyen,2,40.03,0.05,76.06,50.88,25.18,0.3311
ORD-2024-1126,2024-11-13,West,San Francisco,Corporate,Standard Class,Furniture,Tables,Adjustable Standing Desk,Daniel Reyes,Mary Khan,1,420.54,0.0,420.54,274.51,146.03,0.3472
ORD-2024-1157,2024-11-13,West,San Diego,Consumer,Standard Class,Office Supplies,Binders,Heavy-Duty 3-Ring Binder,Daniel Reyes,Sofia Rodriguez,3,12.16,0.0,36.48,17.34,19.14,0.5247
ORD-2024-1904,2024-11-17,East,Boston,Corporate,First Class,Furniture,Chairs,Executive Leather Chair,Ben Torres,James Miller,9,370.58,0.0,3335.22,2105.0,1230.22,0.3689
ORD-2024-1028,2024-11-18,Central,Minneapolis,Corporate,Second Class,Office Supplies,Art,Marker Set,Ethan Osei,Mateo Clark,3,15.32,0.0,45.96,22.38,23.58,0.5131
ORD-2024-1497,2024-11-18,West,Seattle,Consumer,Second Class,Office Supplies,Art,Marker Set,Chloe Zhang,Robert Singh,15,15.96,0.0,239.4,107.68,131.72,0.5502
ORD-2024-2005,2024-11-19,East,Boston,Consumer,First Class,Technology,Copiers,All-in-One Copier,Ben Torres,John Garcia,3,1235.34,0.05,3520.72,2839.66,681.06,0.1934
ORD-2024-1492,2024-11-19,Central,Minneapolis,Consumer,Standard Class,Office Supplies,Storage,File Storage Box,Ethan Osei,Jennifer Rodriguez,6,21.34,0.2,102.43,70.07,32.36,0.3159
ORD-2024-1857,2024-11-20,South,Charlotte,Corporate,Second Class,Furniture,Furnishings,LED Desk Lamp,Hiro Tanaka,Linda Williams,4,37.63,0.2,120.42,78.47,41.95,0.3484
ORD-2024-1130,2024-11-20,East,Philadelphia,Corporate,Second Class,Furniture,Furnishings,Wall Clock,Aisha Kumar,Noah Lee,1,24.89,0.0,24.89,12.88,12.01,0.4825
ORD-2024-1112,2024-11-20,East,Philadelphia,Consumer,Same Day,Furniture,Bookcases,5-Shelf Bookcase,Ben Torres,Noah Garcia,5,152.8,0.0,764.0,427.69,336.31,0.4402
ORD-2024-2070,2024-11-21,East,Philadelphia,Home Office,First Class,Technology,Accessories,USB-C Hub,Aisha Kumar,Carlos Lewis,3,42.11,0.1,113.7,73.21,40.49,0.3561
ORD-2024-1501,2024-11-21,Central,Dallas,Consumer,Second Class,Technology,Accessories,Wireless Mouse,Fatima Noor,Olivia Patel,2,29.41,0.1,52.94,34.9,18.04,0.3408
ORD-2024-1648,2024-11-21,South,Nashville,Consumer,Standard Class,Office Supplies,Binders,Presentation Binder Set,Grace Lin,Ava Chen,2,19.03,0.1,34.25,19.34,14.91,0.4353
ORD-2024-1454,2024-11-21,East,Boston,Consumer,Standard Class,Technology,Accessories,Wireless Mouse,Ben Torres,Priya Khan,4,28.53,0.0,114.12,63.92,50.2,0.4399
ORD-2024-1919,2024-11-21,East,Newark,Consumer,Standard Class,Office Supplies,Supplies,Stapler Heavy Duty,Aisha Kumar,John Davis,6,19.82,0.2,95.14,56.62,38.52,0.4049
ORD-2024-1792,2024-11-23,West,San Diego,Consumer,Standard Class,Technology,Phones,Wireless Office Headset,Daniel Reyes,Michael Clark,7,132.85,0.05,883.45,582.67,300.78,0.3405
ORD-2024-1368,2024-11-23,Central,Minneapolis,Consumer,Standard Class,Office Supplies,Binders,Presentation Binder Set,Ethan Osei,Mateo Johnson,9,18.35,0.0,165.15,75.87,89.28,0.5406
ORD-2024-1524,2024-11-23,Central,Chicago,Consumer,Standard Class,Furniture,Furnishings,LED Desk Lamp,Fatima Noor,Wei Jones,3,37.7,0.2,90.48,53.29,37.19,0.411
ORD-2024-2419,2024-11-23,West,San Francisco,Consumer,Standard Class,Office Supplies,Paper,Sticky Notes Pack,Chloe Zhang,Elizabeth Rodriguez,5,8.64,0.05,41.04,18.08,22.96,0.5595
ORD-2024-2395,2024-11-25,East,Boston,Consumer,Standard Class,Office Supplies,Paper,Premium Copy Paper (case),Aisha Kumar,Jennifer Garcia,7,36.3,0.15,215.98,133.21,82.77,0.3832
ORD-2024-1297,2024-11-25,Central,Minneapolis,Consumer,Standard Class,Furniture,Tables,Round Meeting Table,Ethan Osei,David Williams,2,259.42,0.0,518.84,349.01,169.83,0.3273
ORD-2024-2398,2024-11-25,South,Charlotte,Corporate,Standard Class,Technology,Accessories,Wireless Mouse,Grace Lin,Jennifer Martinez,8,29.04,0.0,232.32,141.55,90.77,0.3907
ORD-2024-1936,2024-11-25,East,Newark,Consumer,Standard Class,Furniture,Bookcases,5-Shelf Bookcase,Aisha Kumar,Mary Williams,2,152.17,0.0,304.34,169.65,134.69,0.4426
ORD-2024-1664,2024-11-25,East,Boston,Consumer,First Class,Technology,Copiers,Compact Copier,Aisha Kumar,Priya Smith,2,688.02,0.0,1376.04,969.68,406.36,0.2953
ORD-2024-2268,2024-11-25,South,Charlotte,Corporate,Standard Class,Technology,Accessories,USB-C Hub,Hiro Tanaka,Jennifer Brown,4,40.67,0.05,154.55,103.16,51.39,0.3325
ORD-2024-2150,2024-11-25,West,Los Angeles,Corporate,First Class,Office Supplies,Supplies,Stapler Heavy Duty,Daniel Reyes,Michael Lee,3,20.19,0.1,54.51,29.49,25.02,0.459
ORD-2024-2308,2024-11-26,East,Philadelphia,Home Office,Standard Class,Technology,Phones,Business Smartphone X2,Aisha Kumar,Patricia Nguyen,3,572.71,0.0,1718.13,1352.99,365.14,0.2125
ORD-2024-1071,2024-11-26,East,New York,Corporate,Standard Class,Technology,Accessories,Wireless Mouse,Aisha Kumar,Emma Miller,5,30.62,0.0,153.1,81.32,71.78,0.4688
ORD-2024-2006,2024-11-27,South,Atlanta,Consumer,Standard Class,Furniture,Chairs,Executive Leather Chair,Grace Lin,Linda Garcia,2,355.15,0.1,639.27,399.55,239.72,0.375
ORD-2024-2170,2024-11-27,Central,Dallas,Consumer,Same Day,Technology,Copiers,Compact Copier,Fatima Noor,Carlos Jones,4,694.11,0.0,2776.44,1936.01,840.43,0.3027
ORD-2024-2403,2024-11-27,West,Los Angeles,Consumer,Second Class,Office Supplies,Paper,Sticky Notes Pack,Daniel Reyes,Mary Miller,1,8.67,0.05,8.24,3.64,4.6,0.5583
ORD-2024-2267,2024-11-28,South,Miami,Corporate,Standard Class,Office Supplies,Supplies,Scissors Set,Hiro Tanaka,Linda Lee,3,8.41,0.2,20.18,12.55,7.63,0.3781
ORD-2024-2326,2024-11-28,West,San Francisco,Consumer,Standard Class,Furniture,Chairs,Ergo Mesh Office Chair,Chloe Zhang,Emma Lewis,1,184.28,0.05,175.07,102.63,72.44,0.4138
ORD-2024-2303,2024-11-29,West,Seattle,Consumer,Second Class,Technology,Machines,Label Maker,Daniel Reyes,Jennifer Martinez,3,61.7,0.05,175.84,111.32,64.52,0.3669
ORD-2024-1839,2024-11-30,South,Miami,Consumer,First Class,Technology,Copiers,Compact Copier,Hiro Tanaka,Wei Rodriguez,3,697.17,0.2,1673.21,1398.74,274.47,0.164
ORD-2024-1559,2024-11-30,South,Atlanta,Corporate,Standard Class,Technology,Phones,Business Smartphone X2,Grace Lin,Olivia Williams,4,621.46,0.05,2361.55,1979.44,382.11,0.1618
ORD-2024-2161,2024-11-30,Central,Minneapolis,Corporate,Second Class,Technology,Phones,Business Smartphone X2,Ethan Osei,Carlos Davis,12,639.01,0.05,7284.71,5893.8,1390.91,0.1909
ORD-2024-1099,2024-11-30,West,Seattle,Consumer,Second Class,Office Supplies,Paper,Premium Copy Paper (case),Chloe Zhang,Noah Patel,2,34.63,0.05,65.8,39.45,26.35,0.4005
ORD-2024-1486,2024-11-30,East,Boston,Consumer,Standard Class,Technology,Machines,Laser Printer Pro,Aisha Kumar,Mateo Chen,2,448.12,0.0,896.24,715.4,180.84,0.2018
ORD-2024-1718,2024-11-30,East,Boston,Consumer,First Class,Office Supplies,Storage,Rolling File Cart,Aisha Kumar,Liam Khan,2,89.8,0.2,143.68,101.74,41.94,0.2919
ORD-2024-2291,2024-12-01,West,San Francisco,Home Office,Standard Class,Office Supplies,Paper,Sticky Notes Pack,Chloe Zhang,Liam Smith,1,8.91,0.2,7.13,3.72,3.41,0.4783
ORD-2024-1917,2024-12-01,Central,Minneapolis,Home Office,Standard Class,Technology,Phones,Wireless Office Headset,Fatima Noor,Priya Kim,4,127.64,0.1,459.5,320.03,139.47,0.3035
ORD-2024-1423,2024-12-01,East,New York,Home Office,Same Day,Office Supplies,Supplies,Stapler Heavy Duty,Ben Torres,Liam Brown,1,18.93,0.05,17.98,10.29,7.69,0.4277
ORD-2024-1462,2024-12-02,Central,Chicago,Corporate,Standard Class,Office Supplies,Art,Sketch Pad Pro,Fatima Noor,David Clark,4,10.58,0.05,40.2,20.36,19.84,0.4935
ORD-2024-1927,2024-12-02,South,Atlanta,Consumer,Standard Class,Technology,Phones,Wireless Office Headset,Grace Lin,Noah Williams,6,126.69,0.15,646.12,483.83,162.29,0.2512
ORD-2024-2042,2024-12-02,Central,Minneapolis,Consumer,Standard Class,Technology,Machines,Laser Printer Pro,Fatima Noor,James Garcia,4,439.61,0.0,1758.44,1347.98,410.46,0.2334
ORD-2024-1312,2024-12-03,Central,Chicago,Corporate,Standard Class,Furniture,Furnishings,LED Desk Lamp,Fatima Noor,Mateo Martinez,3,40.3,0.0,120.9,68.11,52.79,0.4366
ORD-2024-1892,2024-12-04,Central,Chicago,Consumer,First Class,Technology,Machines,Laser Printer Pro,Fatima Noor,Olivia Davis,2,426.73,0.05,810.79,631.45,179.34,0.2212
ORD-2024-1238,2024-12-04,Central,Minneapolis,Corporate,Standard Class,Furniture,Tables,Round Meeting Table,Ethan Osei,Jennifer Lee,3,260.79,0.1,704.13,535.64,168.49,0.2393
ORD-2024-2579,2024-12-04,South,Nashville,Consumer,Standard Class,Technology,Phones,Wireless Office Headset,Hiro Tanaka,Robert Singh,2,130.46,0.0,260.92,182.35,78.57,0.3011
ORD-2024-1843,2024-12-05,Central,Dallas,Corporate,First Class,Furniture,Bookcases,5-Shelf Bookcase,Fatima Noor,Mateo Johnson,7,148.49,0.0,1039.43,611.82,427.61,0.4114
ORD-2024-1379,2024-12-05,East,Newark,Corporate,Standard Class,Furniture,Bookcases,Corner Bookcase,Aisha Kumar,James Silva,2,184.95,0.2,295.92,222.93,72.99,0.2467
ORD-2024-2018,2024-12-06,West,San Diego,Consumer,Same Day,Office Supplies,Paper,Premium Copy Paper (case),Chloe Zhang,Carlos Rodriguez,1,35.27,0.0,35.27,19.83,15.44,0.4378
ORD-2024-2439,2024-12-06,South,Charlotte,Consumer,Standard Class,Office Supplies,Supplies,Stapler Heavy Duty,Grace Lin,Mateo Kim,7,18.47,0.05,122.83,72.89,49.94,0.4066
ORD-2024-1705,2024-12-06,Central,Houston,Consumer,First Class,Office Supplies,Binders,Heavy-Duty 3-Ring Binder,Fatima Noor,Wei Brown,1,12.09,0.05,11.49,5.66,5.83,0.5074
ORD-2024-1911,2024-12-06,Central,Dallas,Consumer,Second Class,Furniture,Furnishings,Wall Clock,Fatima Noor,Liam Patel,7,23.26,0.1,146.54,78.02,68.52,0.4676
ORD-2024-2389,2024-12-06,East,Newark,Consumer,First Class,Technology,Phones,Wireless Office Headset,Aisha Kumar,Michael Nguyen,8,123.21,0.0,985.68,696.59,289.09,0.2933
ORD-2024-2163,2024-12-07,West,Seattle,Corporate,Standard Class,Technology,Phones,Wireless Office Headset,Chloe Zhang,Emma Patel,2,123.66,0.15,210.22,151.54,58.68,0.2791
ORD-2024-1554,2024-12-08,West,San Francisco,Consumer,Second Class,Office Supplies,Art,Sketch Pad Pro,Chloe Zhang,Mateo Brown,7,10.69,0.0,74.83,35.34,39.49,0.5277
ORD-2024-1547,2024-12-08,West,San Francisco,Consumer,Standard Class,Office Supplies,Supplies,Scissors Set,Daniel Reyes,John Lee,1,8.09,0.0,8.09,4.44,3.65,0.4512
ORD-2024-1541,2024-12-09,East,Boston,Consumer,First Class,Office Supplies,Art,Marker Set,Aisha Kumar,Mateo Williams,1,14.98,0.0,14.98,7.63,7.35,0.4907
ORD-2024-2336,2024-12-09,West,San Diego,Consumer,Standard Class,Office Supplies,Storage,Rolling File Cart,Chloe Zhang,Liam Rodriguez,2,93.22,0.05,177.12,111.12,66.0,0.3726
ORD-2024-1671,2024-12-10,East,Philadelphia,Consumer,First Class,Technology,Machines,Laser Printer Pro,Aisha Kumar,Michael Chen,5,431.26,0.0,2156.3,1670.13,486.17,0.2255
ORD-2024-1273,2024-12-10,West,Los Angeles,Consumer,Second Class,Technology,Phones,Business Smartphone X2,Chloe Zhang,Mary Garcia,2,583.07,0.2,932.91,815.03,117.88,0.1264
ORD-2024-1876,2024-12-11,East,Boston,Home Office,Same Day,Technology,Phones,Wireless Office Headset,Aisha Kumar,Carlos Miller,11,128.92,0.0,1418.12,908.04,510.08,0.3597
ORD-2024-1250,2024-12-11,West,Seattle,Corporate,First Class,Office Supplies,Art,Sketch Pad Pro,Daniel Reyes,Sofia Smith,3,10.49,0.0,31.47,15.11,16.36,0.5199
ORD-2024-2383,2024-12-11,Central,Dallas,Consumer,Standard Class,Technology,Accessories,USB-C Hub,Ethan Osei,Michael Clark,3,37.47,0.2,89.93,63.41,26.52,0.2949
ORD-2024-2077,2024-12-12,West,Seattle,Consumer,Same Day,Office Supplies,Paper,Premium Copy Paper (case),Chloe Zhang,Robert Miller,8,32.86,0.1,236.59,145.62,90.97,0.3845
ORD-2024-2010,2024-12-12,East,Philadelphia,Consumer,Standard Class,Furniture,Furnishings,LED Desk Lamp,Aisha Kumar,Robert Davis,4,37.5,0.0,150.0,79.17,70.83,0.4722
ORD-2024-2465,2024-12-12,South,Miami,Home Office,Second Class,Technology,Accessories,Wireless Mouse,Hiro Tanaka,Mary Miller,4,29.32,0.0,117.28,60.89,56.39,0.4808
ORD-2024-2043,2024-12-13,South,Nashville,Consumer,Standard Class,Office Supplies,Binders,Heavy-Duty 3-Ring Binder,Hiro Tanaka,Michael Lewis,2,12.91,0.15,21.95,12.48,9.47,0.4314
ORD-2024-1336,2024-12-13,Central,Minneapolis,Home Office,Standard Class,Technology,Copiers,Compact Copier,Ethan Osei,Carlos Lewis,10,716.02,0.05,6802.19,5064.83,1737.36,0.2554
ORD-2024-1838,2024-12-13,West,Seattle,Consumer,Standard Class,Office Supplies,Paper,Sticky Notes Pack,Chloe Zhang,Michael Jones,2,8.84,0.0,17.68,6.47,11.21,0.634
ORD-2024-2338,2024-12-13,West,San Diego,Corporate,Second Class,Technology,Machines,Laser Printer Pro,Chloe Zhang,David Singh,2,452.06,0.05,858.91,673.89,185.02,0.2154
ORD-2024-1397,2024-12-15,East,Newark,Home Office,Standard Class,Office Supplies,Binders,Heavy-Duty 3-Ring Binder,Ben Torres,Olivia Martinez,1,12.12,0.1,10.91,4.94,5.97,0.5472
ORD-2024-1141,2024-12-15,Central,Minneapolis,Corporate,Standard Class,Office Supplies,Storage,Rolling File Cart,Fatima Noor,Jennifer Singh,3,94.38,0.0,283.14,175.38,107.76,0.3806
ORD-2024-1237,2024-12-15,East,New York,Corporate,Standard Class,Technology,Copiers,Compact Copier,Ben Torres,David Nguyen,2,737.94,0.2,1180.7,1008.29,172.41,0.146
